Id,Category
326,0
327,1
328,2
329,9
330,1
331,6
332,6
333,8
334,0
335,1
336,3
337,5
338,5
339,3
340,1
341,5
342,1
343,7
344,0
345,1
346,3
347,7
348,7
349,5
350,6
351,6
352,9
353,0
354,7
355,2
356,7
357,4
358,0
359,9
360,6
361,6
362,7
363,7
364,7
365,4
366,1
367,5
368,1
369,4
370,7
371,7
372,0
373,1
374,4
375,0
376,1
377,1
378,1
379,0
380,1
381,0
382,1
383,4
384,0
385,9
386,5
387,4
388,7
389,0
390,3
391,1
392,7
393,3
394,9
395,0
396,5
397,7
398,8
399,5
400,1
401,4
402,0
403,7
404,7
405,3
406,1
407,9
408,4
409,0
410,3
411,3
412,3
413,3
414,1
415,8
416,4
417,9
418,4
419,1
420,5
421,1
422,9
423,4
424,2
425,1
426,5
427,1
428,4
429,1
430,2
431,8
432,1
433,1
434,2
435,1
436,1
437,1
438,7
439,3
440,9
441,1
442,1
443,8
444,1
445,5
446,1
447,8
448,1
449,6
450,1
451,5
452,0
453,0
454,6
455,5
456,1
457,1
458,3
459,1
460,0
461,5
462,3
463,1
464,2
465,9
466,6
467,5
468,7
469,1
470,5
471,9
472,3
473,1
474,2
475,9
476,6
477,8
478,6
479,0
480,3
481,9
482,7
483,6
484,9
485,1
486,1
487,0
488,0
489,1
490,1
491,6
492,9
493,6
494,0
495,8
496,9
497,9
498,1
499,4
500,4
501,8
502,8
503,6
504,3
505,1
506,4
507,8
508,6
509,6
510,7
511,3
512,1
513,0
514,7
515,3
516,1
517,1
518,5
519,0
520,1
521,4
522,1
523,8
524,5
525,7
526,6
527,4
528,3
529,9
530,2
531,2
532,9
533,6
534,9
535,1
536,1
537,6
538,1
539,4
540,1
541,5
542,5
543,6
544,7
545,7
546,2
547,1
548,6
549,1
550,7
551,1
552,5
553,6
554,4
555,8
556,5
557,1
558,1
559,4
560,7
561,1
562,7
563,5
564,1
565,6
566,5
567,4
568,7
569,1
570,4
571,7
572,3
573,5
574,5
575,8
576,4
577,1
578,5
579,2
580,9
581,1
582,1
583,5
584,4
585,9
586,1
587,9
588,1
589,2
590,1
591,6
592,7
593,7
594,2
595,2
596,8
597,2
598,1
599,6
600,1
601,0
602,9
603,1
604,8
605,4
606,3
607,0
608,9
609,7
610,5
611,8
612,6
613,1
614,5
615,7
616,3
617,1
618,1
619,2
620,1
621,4
622,1
623,5
624,0
625,6
626,1
627,6
628,5
629,1
630,9
631,5
632,2
633,1
634,7
635,8
636,1
637,5
638,7
639,1
640,7
641,8
642,0
643,1
644,1
645,8
646,8
647,8
648,4
649,9
650,3
651,5
652,9
653,4
654,9
655,1
656,0
657,3
658,3
659,3
660,6
661,5
662,8
663,7
664,1
665,6
666,8
667,9
668,1
669,9
670,7
671,6
672,4
673,4
674,1
675,9
676,5
677,6
678,9
679,2
680,4
681,0
682,0
683,7
684,4
685,6
686,6
687,3
688,7
689,5
690,6
691,5
692,0
693,4
694,3
695,7
696,3
697,1
698,3
699,3
700,5
701,0
702,5
703,4
704,2
705,3
706,6
707,2
708,1
709,7
710,9
711,0
712,3
713,0
714,0
715,3
716,2
717,9
718,4
719,9
720,6
721,6
722,7
723,7
724,0
725,0
726,5
727,5
728,1
729,8
730,2
731,4
732,9
733,8
734,3
735,2
736,5
737,3
738,2
739,1
740,6
741,5
742,7
743,4
744,9
745,9
746,1
747,2
748,1
749,4
750,3
751,5
752,0
753,9
754,5
755,1
756,1
757,7
758,1
759,9
760,9
761,1
762,2
763,1
764,3
765,9
766,4
767,4
768,3
769,1
770,4
771,0
772,6
773,5
774,4
775,0
776,2
777,5
778,5
779,8
780,0
781,9
782,1
783,1
784,4
785,9
786,3
787,1
788,5
789,9
790,6
791,2
792,7
793,7
794,5
795,8
796,9
797,1
798,2
799,5
800,8
801,9
802,6
803,8
804,5
805,9
806,4
807,7
808,1
809,7
810,9
811,1
812,8
813,0
814,4
815,3
816,5
817,4
818,7
819,1
820,1
821,1
822,1
823,7
824,1
825,0
826,1
827,4
828,5
829,1
830,4
831,3
832,6
833,6
834,6
835,4
836,9
837,1
838,1
839,0
840,6
841,3
842,7
843,4
844,2
845,7
846,3
847,1
848,5
849,0
850,8
851,0
852,1
853,0
854,9
855,8
856,1
857,9
858,1
859,5
860,0
861,0
862,8
863,6
864,4
865,2
866,7
867,8
868,8
869,9
870,8
871,1
872,8
873,6
874,4
875,0
876,4
877,4
878,6
879,2
880,3
881,3
882,3
883,6
884,7
885,7
886,5
887,9
888,4
889,0
890,9
891,5
892,1
893,7
894,0
895,1
896,6
897,4
898,3
899,3
900,0
901,6
902,2
903,1
904,2
905,6
906,4
907,7
908,2
909,1
910,1
911,3
912,5
913,6
914,1
915,3
916,3
917,2
918,9
919,4
920,9
921,5
922,2
923,2
924,2
925,2
926,9
927,9
928,2
929,3
930,6
931,6
932,4
933,0
934,5
935,2
936,5
937,3
938,2
939,5
940,7
941,6
942,0
943,7
944,0
945,6
946,7
947,1
948,4
949,1
950,9
951,0
952,6
953,5
954,1
955,8
956,5
957,7
958,9
959,1
960,7
961,6
962,1
963,9
964,0
965,5
966,2
967,9
968,7
969,6
970,1
971,6
972,3
973,9
974,0
975,7
976,8
977,2
978,7
979,9
980,0
981,6
982,0
983,1
984,4
985,1
986,0
987,1
988,7
989,1
990,4
991,8
992,6
993,4
994,3
995,1
996,1
997,7
998,6
999,1
1000,1
1001,9
1002,6
1003,8
1004,0
1005,4
1006,1
1007,4
1008,4
1009,1
1010,6
1011,5
1012,0
1013,7
1014,4
1015,1
1016,5
1017,4
1018,3
1019,9
1020,7
1021,9
1022,4
1023,4
1024,0
1025,4
1026,2
1027,1
1028,0
1029,0
1030,8
1031,6
1032,5
1033,5
1034,9
1035,8
1036,1
1037,9
1038,1
1039,1
1040,4
1041,6
1042,0
1043,3
1044,2
1045,8
1046,1
1047,1
1048,1
1049,2
1050,5
1051,3
1052,0
1053,5
1054,4
1055,2
1056,2
1057,9
1058,9
1059,4
1060,0
1061,3
1062,2
1063,0
1064,1
1065,1
1066,1
1067,3
1068,4
1069,7
1070,5
1071,9
1072,9
1073,7
1074,1
1075,0
1076,4
1077,5
1078,0
1079,7
1080,5
1081,4
1082,8
1083,0
1084,7
1085,1
1086,7
1087,3
1088,3
1089,9
1090,3
1091,0
1092,1
1093,7
1094,9
1095,6
1096,4
1097,7
1098,6
1099,1
1100,1
1101,7
1102,2
1103,6
1104,0
1105,5
1106,9
1107,1
1108,4
1109,1
1110,4
1111,5
1112,6
1113,7
1114,7
1115,1
1116,6
1117,8
1118,2
1119,3
1120,3
1121,7
1122,9
1123,4
1124,3
1125,1
1126,9
1127,0
1128,3
1129,7
1130,1
1131,7
1132,9
1133,2
1134,1
1135,6
1136,6
1137,0
1138,1
1139,9
1140,0
1141,2
1142,2
1143,1
1144,6
1145,9
1146,4
1147,2
1148,1
1149,7
1150,0
1151,4
1152,9
1153,4
1154,5
1155,7
1156,5
1157,1
1158,8
1159,5
1160,3
1161,1
1162,5
1163,1
1164,2
1165,0
1166,8
1167,6
1168,3
1169,9
1170,3
1171,0
1172,0
1173,3
1174,0
1175,9
1176,0
1177,9
1178,9
1179,7
1180,1
1181,8
1182,1
1183,7
1184,8
1185,1
1186,0
1187,4
1188,3
1189,0
1190,4
1191,9
1192,1
1193,0
1194,4
1195,5
1196,6
1197,9
1198,2
1199,1
1200,1
1201,5
1202,5
1203,2
1204,9
1205,1
1206,9
1207,7
1208,6
1209,3
1210,9
1211,5
1212,6
1213,7
1214,8
1215,3
1216,8
1217,0
1218,7
1219,9
1220,8
1221,8
1222,1
1223,0
1224,3
1225,4
1226,1
1227,6
1228,0
1229,5
1230,0
1231,8
1232,1
1233,3
1234,1
1235,3
1236,2
1237,6
1238,2
1239,6
1240,4
1241,7
1242,6
1243,8
1244,4
1245,4
1246,6
1247,0
1248,1
1249,1
1250,9
1251,3
1252,6
1253,7
1254,3
1255,4
1256,9
1257,9
1258,3
1259,0
1260,7
1261,6
1262,0
1263,9
1264,1
1265,7
1266,5
1267,6
1268,1
1269,7
1270,1
1271,2
1272,1
1273,4
1274,8
1275,0
1276,2
1277,1
1278,8
1279,1
1280,6
1281,1
1282,7
1283,2
1284,1
1285,9
1286,6
1287,3
1288,0
1289,5
1290,0
1291,4
1292,8
1293,3
1294,3
1295,1
1296,3
1297,8
1298,3
1299,1
1300,1
1301,6
1302,4
1303,3
1304,7
1305,5
1306,4
1307,8
1308,5
1309,1
1310,8
1311,1
1312,6
1313,0
1314,0
1315,0
1316,7
1317,1
1318,9
1319,7
1320,7
1321,1
1322,0
1323,1
1324,7
1325,7
1326,5
1327,3
1328,2
1329,6
1330,1
1331,6
1332,1
1333,9
1334,3
1335,8
1336,2
1337,6
1338,7
1339,2
1340,1
1341,0
1342,0
1343,4
1344,6
1345,5
1346,6
1347,1
1348,1
1349,4
1350,8
1351,1
1352,1
1353,0
1354,6
1355,0
1356,6
1357,1
1358,9
1359,0
1360,4
1361,3
1362,4
1363,8
1364,1
1365,4
1366,9
1367,7
1368,0
1369,5
1370,2
1371,7
1372,6
1373,5
1374,0
1375,0
1376,7
1377,0
1378,4
1379,2
1380,6
1381,4
1382,5
1383,9
1384,1
1385,0
1386,9
1387,4
1388,9
1389,3
1390,7
1391,6
1392,3
1393,5
1394,1
1395,6
1396,1
1397,2
1398,4
1399,1
1400,2
1401,5
1402,4
1403,5
1404,6
1405,6
1406,6
1407,2
1408,3
1409,1
1410,3
1411,2
1412,8
1413,9
1414,7
1415,6
1416,4
1417,0
1418,0
1419,6
1420,1
1421,3
1422,1
1423,9
1424,7
1425,0
1426,3
1427,6
1428,6
1429,0
1430,6
1431,9
1432,2
1433,6
1434,6
1435,4
1436,4
1437,0
1438,8
1439,1
1440,5
1441,4
1442,1
1443,9
1444,7
1445,4
1446,7
1447,0
1448,7
1449,5
1450,1
1451,1
1452,8
1453,5
1454,8
1455,2
1456,6
1457,7
1458,2
1459,1
1460,4
1461,7
1462,9
1463,0
1464,7
1465,1
1466,1
1467,3
1468,4
1469,9
1470,8
1471,6
1472,5
1473,7
1474,0
1475,1
1476,5
1477,8
1478,5
1479,1
1480,6
1481,3
1482,4
1483,0
1484,5
1485,3
1486,5
1487,2
1488,0
1489,1
1490,6
1491,3
1492,9
1493,9
1494,7
1495,7
1496,1
1497,7
1498,5
1499,7
1500,9
1501,7
1502,1
1503,1
1504,0
1505,6
1506,1
1507,6
1508,9
1509,7
1510,8
1511,7
1512,3
1513,1
1514,6
1515,2
1516,2
1517,1
1518,1
1519,1
1520,9
1521,6
1522,7
1523,1
1524,8
1525,2
1526,9
1527,4
1528,4
1529,1
1530,4
1531,8
1532,4
1533,1
1534,1
1535,8
1536,1
1537,1
1538,8
1539,6
1540,9
1541,5
1542,0
1543,8
1544,4
1545,3
1546,6
1547,6
1548,8
1549,9
1550,1
1551,1
1552,1
1553,5
1554,2
1555,1
1556,7
1557,7
1558,1
1559,6
1560,1
1561,9
1562,9
1563,1
1564,1
1565,4
1566,4
1567,1
1568,9
1569,9
1570,1
1571,8
1572,7
1573,7
1574,2
1575,1
1576,1
1577,1
1578,9
1579,3
1580,6
1581,1
1582,1
1583,9
1584,7
1585,1
1586,4
1587,9
1588,6
1589,0
1590,6
1591,1
1592,8
1593,7
1594,7
1595,9
1596,1
1597,8
1598,8
1599,0
1600,0
1601,1
1602,9
1603,1
1604,4
1605,7
1606,6
1607,1
1608,2
1609,9
1610,8
1611,3
1612,2
1613,6
1614,1
1615,3
1616,2
1617,7
1618,0
1619,9
1620,9
1621,3
1622,6
1623,8
1624,0
1625,1
1626,2
1627,1
1628,7
1629,1
1630,1
1631,8
1632,1
1633,1
1634,8
1635,4
1636,6
1637,7
1638,4
1639,2
1640,1
1641,0
1642,7
1643,5
1644,1
1645,6
1646,1
1647,7
1648,7
1649,1
1650,1
1651,0
1652,6
1653,7
1654,7
1655,5
1656,1
1657,4
1658,7
1659,1
1660,9
1661,1
1662,3
1663,3
1664,1
1665,1
1666,1
1667,5
1668,7
1669,2
1670,9
1671,1
1672,1
1673,9
1674,1
1675,9
1676,9
1677,1
1678,9
1679,6
1680,0
1681,9
1682,2
1683,6
1684,4
1685,0
1686,5
1687,9
1688,1
1689,3
1690,9
1691,9
1692,3
1693,3
1694,7
1695,2
1696,1
1697,1
1698,1
1699,4
1700,1
1701,4
1702,1
1703,9
1704,9
1705,6
1706,2
1707,9
1708,9
1709,7
1710,1
1711,4
1712,2
1713,3
1714,9
1715,8
1716,1
1717,1
1718,5
1719,1
1720,0
1721,5
1722,0
1723,1
1724,9
1725,6
1726,3
1727,3
1728,6
1729,4
1730,8
1731,9
1732,4
1733,7
1734,9
1735,6
1736,6
1737,1
1738,1
1739,0
1740,3
1741,0
1742,4
1743,9
1744,1
1745,8
1746,8
1747,4
1748,3
1749,3
1750,1
1751,4
1752,1
1753,6
1754,4
1755,2
1756,8
1757,8
1758,6
1759,5
1760,6
1761,5
1762,6
1763,0
1764,5
1765,5
1766,9
1767,6
1768,2
1769,2
1770,7
1771,1
1772,3
1773,0
1774,6
1775,0
1776,9
1777,7
1778,6
1779,0
1780,1
1781,1
1782,7
1783,4
1784,7
1785,1
1786,3
1787,1
1788,6
1789,4
1790,2
1791,3
1792,7
1793,4
1794,7
1795,2
1796,1
1797,6
1798,9
1799,7
1800,5
1801,0
1802,1
1803,4
1804,4
1805,8
1806,1
1807,9
1808,7
1809,8
1810,2
1811,3
1812,4
1813,7
1814,3
1815,7
1816,2
1817,8
1818,4
1819,6
1820,6
1821,4
1822,9
1823,4
1824,2
1825,9
1826,3
1827,1
1828,3
1829,1
1830,2
1831,1
1832,7
1833,4
1834,6
1835,3
1836,4
1837,5
1838,2
1839,9
1840,1
1841,6
1842,6
1843,8
1844,0
1845,3
1846,5
1847,3
1848,8
1849,0
1850,1
1851,1
1852,2
1853,0
1854,1
1855,4
1856,3
1857,8
1858,3
1859,8
1860,7
1861,5
1862,1
1863,5
1864,2
1865,1
1866,1
1867,0
1868,4
1869,0
1870,6
1871,9
1872,9
1873,3
1874,0
1875,4
1876,1
1877,1
1878,3
1879,7
1880,5
1881,1
1882,6
1883,9
1884,5
1885,7
1886,3
1887,3
1888,9
1889,7
1890,2
1891,1
1892,2
1893,5
1894,3
1895,0
1896,7
1897,2
1898,9
1899,1
1900,4
1901,3
1902,1
1903,5
1904,1
1905,7
1906,4
1907,3
1908,7
1909,9
1910,0
1911,7
1912,1
1913,0
1914,5
1915,7
1916,0
1917,0
1918,0
1919,4
1920,1
1921,2
1922,1
1923,2
1924,1
1925,1
1926,2
1927,3
1928,4
1929,5
1930,7
1931,9
1932,7
1933,1
1934,6
1935,1
1936,9
1937,6
1938,8
1939,4
1940,9
1941,3
1942,7
1943,6
1944,9
1945,6
1946,3
1947,7
1948,4
1949,9
1950,0
1951,6
1952,5
1953,6
1954,6
1955,5
1956,0
1957,1
1958,2
1959,2
1960,0
1961,3
1962,7
1963,8
1964,8
1965,5
1966,1
1967,9
1968,5
1969,1
1970,6
1971,0
1972,3
1973,0
1974,9
1975,6
1976,2
1977,1
1978,1
1979,5
1980,6
1981,3
1982,6
1983,9
1984,8
1985,1
1986,1
1987,4
1988,4
1989,4
1990,8
1991,3
1992,1
1993,7
1994,8
1995,7
1996,8
1997,6
1998,8
1999,3
2000,1
2001,1
2002,9
2003,9
2004,3
2005,1
2006,6
2007,9
2008,1
2009,1
2010,3
2011,2
2012,9
2013,1
2014,1
2015,6
2016,4
2017,1
2018,4
2019,6
2020,5
2021,1
2022,3
2023,1
2024,4
2025,0
2026,2
2027,9
2028,5
2029,7
2030,6
2031,0
2032,6
2033,5
2034,3
2035,1
2036,0
2037,6
2038,0
2039,6
2040,8
2041,9
2042,3
2043,0
2044,6
2045,7
2046,1
2047,3
2048,4
2049,6
2050,5
2051,7
2052,9
2053,1
2054,8
2055,6
2056,1
2057,1
2058,9
2059,5
2060,2
2061,5
2062,2
2063,2
2064,9
2065,1
2066,7
2067,2
2068,6
2069,7
2070,1
2071,1
2072,2
2073,5
2074,0
2075,2
2076,5
2077,1
2078,3
2079,5
2080,0
2081,8
2082,6
2083,2
2084,4
2085,1
2086,9
2087,9
2088,1
2089,9
2090,3
2091,9
2092,7
2093,3
2094,6
2095,5
2096,3
2097,8
2098,1
2099,9
2100,7
2101,7
2102,1
2103,1
2104,9
2105,0
2106,9
2107,5
2108,3
2109,1
2110,5
2111,0
2112,7
2113,4
2114,6
2115,0
2116,1
2117,0
2118,4
2119,5
2120,6
2121,1
2122,6
2123,0
2124,7
2125,4
2126,9
2127,8
2128,3
2129,9
2130,2
2131,5
2132,7
2133,1
2134,9
2135,1
2136,9
2137,0
2138,2
2139,0
2140,6
2141,6
2142,7
2143,1
2144,1
2145,1
2146,9
2147,9
2148,4
2149,9
2150,3
2151,3
2152,0
2153,7
2154,5
2155,7
2156,1
2157,3
2158,0
2159,8
2160,5
2161,8
2162,3
2163,6
2164,1
2165,8
2166,1
2167,6
2168,1
2169,8
2170,2
2171,4
2172,7
2173,1
2174,2
2175,2
2176,5
2177,0
2178,7
2179,9
2180,4
2181,3
2182,9
2183,1
2184,7
2185,1
2186,4
2187,4
2188,4
2189,9
2190,1
2191,1
2192,6
2193,0
2194,6
2195,9
2196,6
2197,9
2198,5
2199,5
2200,9
2201,9
2202,9
2203,9
2204,7
2205,1
2206,7
2207,4
2208,0
2209,8
2210,3
2211,3
2212,1
2213,6
2214,0
2215,4
2216,3
2217,1
2218,6
2219,9
2220,5
2221,6
2222,6
2223,9
2224,8
2225,1
2226,9
2227,8
2228,6
2229,3
2230,4
2231,1
2232,5
2233,2
2234,3
2235,4
2236,1
2237,1
2238,0
2239,1
2240,5
2241,1
2242,1
2243,7
2244,9
2245,8
2246,1
2247,2
2248,7
2249,0
2250,9
2251,0
2252,4
2253,9
2254,1
2255,6
2256,1
2257,2
2258,9
2259,0
2260,2
2261,3
2262,1
2263,0
2264,9
2265,1
2266,1
2267,6
2268,7
2269,0
2270,8
2271,1
2272,1
2273,2
2274,7
2275,8
2276,8
2277,4
2278,9
2279,1
2280,1
2281,6
2282,1
2283,7
2284,2
2285,4
2286,1
2287,0
2288,7
2289,3
2290,6
2291,0
2292,6
2293,2
2294,9
2295,9
2296,5
2297,7
2298,1
2299,4
2300,3
2301,8
2302,1
2303,4
2304,4
2305,4
2306,1
2307,9
2308,4
2309,9
2310,0
2311,8
2312,1
2313,1
2314,7
2315,4
2316,1
2317,1
2318,7
2319,6
2320,1
2321,3
2322,1
2323,1
2324,1
2325,1
2326,9
2327,0
2328,3
2329,7
2330,0
2331,2
2332,4
2333,1
2334,4
2335,8
2336,9
2337,8
2338,1
2339,7
2340,8
2341,1
2342,3
2343,7
2344,1
2345,2
2346,2
2347,1
2348,9
2349,1
2350,3
2351,7
2352,5
2353,3
2354,3
2355,3
2356,3
2357,1
2358,1
2359,7
2360,7
2361,7
2362,8
2363,8
2364,6
2365,9
2366,2
2367,6
2368,4
2369,5
2370,5
2371,4
2372,7
2373,7
2374,4
2375,1
2376,2
2377,1
2378,9
2379,6
2380,2
2381,5
2382,7
2383,8
2384,4
2385,3
2386,1
2387,3
2388,3
2389,9
2390,9
2391,9
2392,8
2393,2
2394,3
2395,1
2396,8
2397,0
2398,9
2399,9
2400,3
2401,5
2402,6
2403,5
2404,1
2405,9
2406,7
2407,0
2408,2
2409,5
2410,8
2411,6
2412,3
2413,0
2414,1
2415,2
2416,7
2417,0
2418,1
2419,9
2420,4
2421,4
2422,9
2423,6
2424,1
2425,6
2426,4
2427,8
2428,4
2429,4
2430,5
2431,3
2432,0
2433,9
2434,1
2435,7
2436,8
2437,1
2438,1
2439,4
2440,0
2441,9
2442,9
2443,5
2444,7
2445,4
2446,2
2447,0
2448,1
2449,3
2450,1
2451,1
2452,6
2453,4
2454,4
2455,1
2456,1
2457,1
2458,9
2459,1
2460,0
2461,8
2462,3
2463,2
2464,9
2465,1
2466,9
2467,1
2468,0
2469,1
2470,3
2471,1
2472,6
2473,2
2474,6
2475,7
2476,9
2477,6
2478,0
2479,1
2480,7
2481,9
2482,7
2483,9
2484,5
2485,9
2486,3
2487,9
2488,0
2489,4
2490,8
2491,1
2492,1
2493,2
2494,1
2495,1
2496,8
2497,1
2498,9
2499,7
2500,1
2501,1
2502,5
2503,0
2504,2
2505,0
2506,9
2507,2
2508,2
2509,5
2510,6
2511,1
2512,1
2513,2
2514,6
2515,1
2516,9
2517,6
2518,3
2519,7
2520,1
2521,4
2522,1
2523,5
2524,6
2525,9
2526,9
2527,4
2528,1
2529,2
2530,6
2531,8
2532,3
2533,7
2534,7
2535,8
2536,4
2537,8
2538,3
2539,8
2540,5
2541,1
2542,1
2543,8
2544,4
2545,4
2546,0
2547,1
2548,7
2549,3
2550,2
2551,9
2552,6
2553,2
2554,7
2555,1
2556,7
2557,2
2558,5
2559,6
2560,7
2561,5
2562,1
2563,9
2564,5
2565,7
2566,9
2567,7
2568,9
2569,9
2570,1
2571,8
2572,1
2573,8
2574,5
2575,7
2576,7
2577,1
2578,5
2579,6
2580,1
2581,1
2582,3
2583,3
2584,0
2585,2
2586,9
2587,1
2588,4
2589,1
2590,3
2591,1
2592,8
2593,8
2594,8
2595,6
2596,9
2597,8
2598,5
2599,4
2600,7
2601,9
2602,3
2603,8
2604,0
2605,5
2606,1
2607,4
2608,1
2609,4
2610,4
2611,4
2612,9
2613,3
2614,7
2615,3
2616,3
2617,1
2618,2
2619,9
2620,6
2621,4
2622,4
2623,1
2624,9
2625,1
2626,1
2627,3
2628,9
2629,1
2630,1
2631,5
2632,8
2633,2
2634,1
2635,1
2636,7
2637,2
2638,5
2639,6
2640,5
2641,4
2642,4
2643,0
2644,9
2645,0
2646,4
2647,5
2648,8
2649,6
2650,9
2651,3
2652,5
2653,1
2654,0
2655,8
2656,7
2657,7
2658,1
2659,9
2660,3
2661,9
2662,4
2663,0
2664,2
2665,7
2666,4
2667,0
2668,6
2669,9
2670,4
2671,0
2672,5
2673,6
2674,4
2675,5
2676,0
2677,1
2678,1
2679,8
2680,1
2681,0
2682,3
2683,8
2684,6
2685,1
2686,2
2687,1
2688,0
2689,3
2690,7
2691,1
2692,6
2693,6
2694,2
2695,1
2696,7
2697,9
2698,2
2699,0
2700,6
2701,1
2702,2
2703,7
2704,6
2705,1
2706,1
2707,9
2708,0
2709,5
2710,9
2711,9
2712,2
2713,6
2714,1
2715,3
2716,1
2717,0
2718,9
2719,3
2720,2
2721,2
2722,6
2723,7
2724,4
2725,0
2726,6
2727,3
2728,0
2729,4
2730,9
2731,3
2732,9
2733,9
2734,3
2735,7
2736,1
2737,7
2738,3
2739,1
2740,4
2741,2
2742,6
2743,8
2744,9
2745,5
2746,0
2747,3
2748,6
2749,2
2750,5
2751,6
2752,9
2753,2
2754,6
2755,7
2756,9
2757,1
2758,2
2759,2
2760,9
2761,8
2762,1
2763,6
2764,2
2765,6
2766,8
2767,2
2768,6
2769,7
2770,4
2771,4
2772,5
2773,9
2774,2
2775,0
2776,7
2777,1
2778,2
2779,6
2780,1
2781,0
2782,1
2783,4
2784,6
2785,1
2786,5
2787,1
2788,9
2789,3
2790,4
2791,1
2792,7
2793,4
2794,2
2795,3
2796,5
2797,4
2798,6
2799,7
2800,7
2801,1
2802,0
2803,7
2804,1
2805,7
2806,9
2807,0
2808,5
2809,1
2810,5
2811,1
2812,6
2813,7
2814,2
2815,3
2816,6
2817,4
2818,2
2819,1
2820,1
2821,8
2822,1
2823,9
2824,9
2825,4
2826,1
2827,3
2828,7
2829,9
2830,8
2831,7
2832,4
2833,1
2834,7
2835,1
2836,3
2837,1
2838,7
2839,5
2840,4
2841,7
2842,3
2843,6
2844,4
2845,4
2846,4
2847,9
2848,2
2849,5
2850,0
2851,1
2852,1
2853,5
2854,1
2855,1
2856,0
2857,0
2858,4
2859,2
2860,2
2861,3
2862,4
2863,1
2864,5
2865,1
2866,4
2867,7
2868,5
2869,5
2870,3
2871,1
2872,3
2873,8
2874,2
2875,6
2876,4
2877,2
2878,6
2879,4
2880,2
2881,1
2882,8
2883,5
2884,9
2885,5
2886,7
2887,2
2888,0
2889,6
2890,7
2891,9
2892,1
2893,0
2894,6
2895,4
2896,1
2897,1
2898,5
2899,1
2900,3
2901,1
2902,0
2903,3
2904,9
2905,3
2906,1
2907,9
2908,3
2909,9
2910,2
2911,1
2912,8
2913,0
2914,5
2915,5
2916,2
2917,9
2918,7
2919,1
2920,9
2921,1
2922,6
2923,1
2924,7
2925,0
2926,8
2927,8
2928,1
2929,5
2930,3
2931,9
2932,4
2933,1
2934,6
2935,9
2936,1
2937,1
2938,1
2939,8
2940,4
2941,7
2942,4
2943,1
2944,6
2945,1
2946,5
2947,9
2948,1
2949,3
2950,1
2951,9
2952,1
2953,3
2954,0
2955,1
2956,1
2957,7
2958,1
2959,7
2960,2
2961,4
2962,1
2963,1
2964,2
2965,0
2966,1
2967,4
2968,1
2969,1
2970,1
2971,2
2972,2
2973,2
2974,5
2975,5
2976,6
2977,0
2978,6
2979,7
2980,1
2981,7
2982,5
2983,3
2984,0
2985,3
2986,5
2987,0
2988,6
2989,1
2990,8
2991,9
2992,2
2993,4
2994,1
2995,2
2996,2
2997,4
